title,site,url,pid,content,clen,scraped
Paste.ee,paste-ee,https://paste.ee,paste-ee,"Toggle navigation
						
						
						
					
					Paste.ee
				
				
					
						Home
						About
						Wiki
						Contact
					
					
						
							Not logged in 
							
								&nbsp;Register
								
								&nbsp;Login
							
						
					
				
			
				
			
			
        &times;
        Due to issues with the Internet.ee domain registry, our main domain, paste.ee, is currently disabled due to abuse reports.
        We are looking into alternative domains to continue operation, but for now the pastee.dev domain is the primary domain.
        
        If you wish to blame someone, blame the scum using this site as a malware host.
    
    

								
		Domain Temporarily Offline
		
			Our primary domain is currently disabled as we work with our registrar to address abuse originating from malicious activity on the platform.
			To those responsible for repeatedly uploading malware: your actions haven't gone unnoticed — you've effectively undermined a free, unmonetized
			service meant to help people. As a result, access for legitimate users has been disrupted.
		
		
			In the meantime, please use pastee.dev for normal functionality.
			
			You will automatically be redirected in 10 seconds.
		
	

	
						
			
				
					
						&copy; 2026 Paste.ee
					
					
					
					
						Back to top - AUP",1312,2026-06-11T18:10:22.2828357Z
